CO(GT),Date,Time,interval,intervalReverse
1.0,5/1/2004,0:00:00,0.0,60.0
1.0,5/1/2004,1:00:00,60.0,59.0
1.0,5/1/2004,2:00:00,60.0,58.0
1.0,5/1/2004,3:00:00,60.0,57.0
0.0,5/1/2004,4:00:00,60.0,56.0
1.0,5/1/2004,5:00:00,120.0,60.0
1.0,5/1/2004,6:00:00,60.0,60.0
1.0,5/1/2004,7:00:00,60.0,60.0
1.0,5/1/2004,8:00:00,60.0,60.0
1.0,5/1/2004,9:00:00,60.0,60.0
1.0,5/1/2004,10:00:00,60.0,60.0
1.0,5/1/2004,11:00:00,60.0,60.0
1.0,5/1/2004,12:00:00,60.0,60.0
1.0,5/1/2004,13:00:00,60.0,60.0
1.0,5/1/2004,14:00:00,60.0,60.0
1.0,5/1/2004,15:00:00,60.0,60.0
1.0,5/1/2004,16:00:00,60.0,60.0
1.0,5/1/2004,17:00:00,60.0,60.0
1.0,5/1/2004,18:00:00,60.0,60.0
1.0,5/1/2004,19:00:00,60.0,0.0
1.0,5/1/2004,20:00:00,0.0,60.0
1.0,5/1/2004,21:00:00,60.0,60.0
1.0,5/1/2004,22:00:00,60.0,60.0
1.0,5/1/2004,23:00:00,60.0,60.0
1.0,5/2/2004,0:00:00,60.0,60.0
1.0,5/2/2004,1:00:00,60.0,60.0
1.0,5/2/2004,2:00:00,60.0,60.0
1.0,5/2/2004,3:00:00,60.0,60.0
0.0,5/2/2004,4:00:00,60.0,60.0
1.0,5/2/2004,5:00:00,120.0,60.0
1.0,5/2/2004,6:00:00,60.0,60.0
1.0,5/2/2004,7:00:00,60.0,60.0
1.0,5/2/2004,8:00:00,60.0,60.0
1.0,5/2/2004,9:00:00,60.0,60.0
1.0,5/2/2004,10:00:00,60.0,60.0
1.0,5/2/2004,11:00:00,60.0,60.0
1.0,5/2/2004,12:00:00,60.0,60.0
1.0,5/2/2004,13:00:00,60.0,60.0
1.0,5/2/2004,14:00:00,60.0,60.0
1.0,5/2/2004,15:00:00,60.0,0.0
1.0,5/2/2004,16:00:00,0.0,60.0
1.0,5/2/2004,17:00:00,60.0,60.0
1.0,5/2/2004,18:00:00,60.0,60.0
1.0,5/2/2004,19:00:00,60.0,60.0
1.0,5/2/2004,20:00:00,60.0,60.0
1.0,5/2/2004,21:00:00,60.0,60.0
1.0,5/2/2004,22:00:00,60.0,60.0
1.0,5/2/2004,23:00:00,60.0,60.0
1.0,5/3/2004,0:00:00,60.0,60.0
1.0,5/3/2004,1:00:00,60.0,60.0
1.0,5/3/2004,2:00:00,60.0,60.0
1.0,5/3/2004,3:00:00,60.0,60.0
0.0,5/3/2004,4:00:00,60.0,60.0
1.0,5/3/2004,5:00:00,120.0,60.0
1.0,5/3/2004,6:00:00,60.0,60.0
1.0,5/3/2004,7:00:00,60.0,60.0
1.0,5/3/2004,8:00:00,60.0,60.0
1.0,5/3/2004,9:00:00,60.0,60.0
1.0,5/3/2004,10:00:00,60.0,60.0
1.0,5/3/2004,11:00:00,60.0,0.0
1.0,5/3/2004,12:00:00,0.0,59.0
1.0,5/3/2004,13:00:00,60.0,58.0
1.0,5/3/2004,14:00:00,60.0,60.0
1.0,5/3/2004,15:00:00,60.0,60.0
1.0,5/3/2004,16:00:00,60.0,60.0
1.0,5/3/2004,17:00:00,60.0,60.0
1.0,5/3/2004,18:00:00,60.0,60.0
1.0,5/3/2004,19:00:00,60.0,60.0
1.0,5/3/2004,20:00:00,60.0,60.0
1.0,5/3/2004,21:00:00,60.0,60.0
1.0,5/3/2004,22:00:00,60.0,60.0
1.0,5/3/2004,23:00:00,60.0,60.0
1.0,5/4/2004,0:00:00,60.0,60.0
1.0,5/4/2004,1:00:00,60.0,60.0
1.0,5/4/2004,2:00:00,60.0,60.0
1.0,5/4/2004,3:00:00,60.0,59.0
0.0,5/4/2004,4:00:00,60.0,58.0
1.0,5/4/2004,5:00:00,120.0,60.0
1.0,5/4/2004,6:00:00,60.0,60.0
1.0,5/4/2004,7:00:00,60.0,0.0
1.0,5/4/2004,8:00:00,0.0,59.0
1.0,5/4/2004,9:00:00,60.0,58.0
1.0,5/4/2004,10:00:00,60.0,57.0
1.0,5/4/2004,11:00:00,60.0,56.0
1.0,5/4/2004,12:00:00,60.0,55.0
1.0,5/4/2004,13:00:00,60.0,54.0
1.0,5/4/2004,14:00:00,60.0,53.0
1.0,5/4/2004,15:00:00,60.0,52.0
1.0,5/4/2004,16:00:00,60.0,51.0
1.0,5/4/2004,17:00:00,60.0,50.0
1.0,5/4/2004,18:00:00,60.0,49.0
1.0,5/4/2004,19:00:00,60.0,48.0
1.0,5/4/2004,20:00:00,60.0,47.0
1.0,5/4/2004,21:00:00,60.0,46.0
1.0,5/4/2004,22:00:00,60.0,45.0
1.0,5/4/2004,23:00:00,60.0,44.0
1.0,5/5/2004,0:00:00,60.0,43.0
1.0,5/5/2004,1:00:00,60.0,42.0
1.0,5/5/2004,2:00:00,60.0,41.0
1.0,5/5/2004,3:00:00,60.0,0.0
0.0,5/5/2004,4:00:00,0.0,59.0
1.0,5/5/2004,5:00:00,60.0,58.0
1.0,5/5/2004,6:00:00,60.0,57.0
1.0,5/5/2004,7:00:00,60.0,56.0
0.0,5/5/2004,8:00:00,60.0,55.0
1.0,5/5/2004,9:00:00,120.0,54.0
1.0,5/5/2004,10:00:00,60.0,53.0
1.0,5/5/2004,11:00:00,60.0,52.0
1.0,5/5/2004,12:00:00,60.0,51.0
1.0,5/5/2004,13:00:00,60.0,50.0
1.0,5/5/2004,14:00:00,60.0,49.0
1.0,5/5/2004,15:00:00,60.0,48.0
1.0,5/5/2004,16:00:00,60.0,47.0
1.0,5/5/2004,17:00:00,60.0,46.0
1.0,5/5/2004,18:00:00,60.0,45.0
1.0,5/5/2004,19:00:00,60.0,44.0
1.0,5/5/2004,20:00:00,60.0,43.0
1.0,5/5/2004,21:00:00,60.0,42.0
1.0,5/5/2004,22:00:00,60.0,41.0
1.0,5/5/2004,23:00:00,60.0,0.0
1.0,5/6/2004,0:00:00,0.0,59.0
1.0,5/6/2004,1:00:00,60.0,58.0
1.0,5/6/2004,2:00:00,60.0,57.0
1.0,5/6/2004,3:00:00,60.0,56.0
0.0,5/6/2004,4:00:00,60.0,55.0
1.0,5/6/2004,5:00:00,120.0,54.0
1.0,5/6/2004,6:00:00,60.0,53.0
1.0,5/6/2004,7:00:00,60.0,52.0
1.0,5/6/2004,8:00:00,60.0,60.0
1.0,5/6/2004,9:00:00,60.0,60.0
1.0,5/6/2004,10:00:00,60.0,60.0
1.0,5/6/2004,11:00:00,60.0,60.0
1.0,5/6/2004,12:00:00,60.0,60.0
1.0,5/6/2004,13:00:00,60.0,60.0
1.0,5/6/2004,14:00:00,60.0,60.0
1.0,5/6/2004,15:00:00,60.0,60.0
1.0,5/6/2004,16:00:00,60.0,59.0
1.0,5/6/2004,17:00:00,60.0,58.0
1.0,5/6/2004,18:00:00,60.0,57.0
1.0,5/6/2004,19:00:00,60.0,0.0
1.0,5/6/2004,20:00:00,0.0,60.0
1.0,5/6/2004,21:00:00,60.0,60.0
1.0,5/6/2004,22:00:00,60.0,60.0
1.0,5/6/2004,23:00:00,60.0,60.0
1.0,5/7/2004,0:00:00,60.0,60.0
1.0,5/7/2004,1:00:00,60.0,60.0
1.0,5/7/2004,2:00:00,60.0,60.0
1.0,5/7/2004,3:00:00,60.0,60.0
0.0,5/7/2004,4:00:00,60.0,60.0
1.0,5/7/2004,5:00:00,120.0,60.0
1.0,5/7/2004,6:00:00,60.0,59.0
1.0,5/7/2004,7:00:00,60.0,58.0
1.0,5/7/2004,8:00:00,60.0,57.0
1.0,5/7/2004,9:00:00,60.0,56.0
1.0,5/7/2004,10:00:00,60.0,55.0
1.0,5/7/2004,11:00:00,60.0,54.0
1.0,5/7/2004,12:00:00,60.0,53.0
1.0,5/7/2004,13:00:00,60.0,52.0
1.0,5/7/2004,14:00:00,60.0,51.0
1.0,5/7/2004,15:00:00,60.0,0.0
1.0,5/7/2004,16:00:00,0.0,60.0
1.0,5/7/2004,17:00:00,60.0,60.0
1.0,5/7/2004,18:00:00,60.0,60.0
1.0,5/7/2004,19:00:00,60.0,60.0
1.0,5/7/2004,20:00:00,60.0,60.0
1.0,5/7/2004,21:00:00,60.0,60.0
1.0,5/7/2004,22:00:00,60.0,60.0
1.0,5/7/2004,23:00:00,60.0,60.0
1.0,5/8/2004,0:00:00,60.0,60.0
1.0,5/8/2004,1:00:00,60.0,60.0
1.0,5/8/2004,2:00:00,60.0,60.0
0.0,5/8/2004,3:00:00,60.0,60.0
0.0,5/8/2004,4:00:00,120.0,60.0
0.0,5/8/2004,5:00:00,180.0,60.0
0.0,5/8/2004,6:00:00,240.0,60.0
0.0,5/8/2004,7:00:00,300.0,60.0
0.0,5/8/2004,8:00:00,360.0,60.0
0.0,5/8/2004,9:00:00,420.0,59.0
0.0,5/8/2004,10:00:00,480.0,58.0
0.0,5/8/2004,11:00:00,540.0,0.0
0.0,5/8/2004,12:00:00,0.0,60.0
0.0,5/8/2004,13:00:00,60.0,60.0
0.0,5/8/2004,14:00:00,120.0,60.0
0.0,5/8/2004,15:00:00,180.0,60.0
0.0,5/8/2004,16:00:00,240.0,60.0
0.0,5/8/2004,17:00:00,300.0,60.0
0.0,5/8/2004,18:00:00,360.0,60.0
0.0,5/8/2004,19:00:00,420.0,60.0
0.0,5/8/2004,20:00:00,480.0,60.0
0.0,5/8/2004,21:00:00,540.0,60.0
0.0,5/8/2004,22:00:00,600.0,60.0
0.0,5/8/2004,23:00:00,660.0,60.0
0.0,5/9/2004,0:00:00,720.0,60.0
0.0,5/9/2004,1:00:00,780.0,60.0
0.0,5/9/2004,2:00:00,840.0,59.0
0.0,5/9/2004,3:00:00,900.0,58.0
0.0,5/9/2004,4:00:00,960.0,60.0
0.0,5/9/2004,5:00:00,1020.0,60.0
0.0,5/9/2004,6:00:00,1080.0,60.0
0.0,5/9/2004,7:00:00,1140.0,0.0
0.0,5/9/2004,8:00:00,0.0,60.0
0.0,5/9/2004,9:00:00,60.0,60.0
0.0,5/9/2004,10:00:00,120.0,60.0
0.0,5/9/2004,11:00:00,180.0,60.0
0.0,5/9/2004,12:00:00,240.0,60.0
0.0,5/9/2004,13:00:00,300.0,60.0
0.0,5/9/2004,14:00:00,360.0,60.0
0.0,5/9/2004,15:00:00,420.0,60.0
0.0,5/9/2004,16:00:00,480.0,60.0
0.0,5/9/2004,17:00:00,540.0,60.0
0.0,5/9/2004,18:00:00,600.0,60.0
0.0,5/9/2004,19:00:00,660.0,59.0
0.0,5/9/2004,20:00:00,720.0,60.0
0.0,5/9/2004,21:00:00,780.0,60.0
0.0,5/9/2004,22:00:00,840.0,60.0
0.0,5/9/2004,23:00:00,900.0,60.0
0.0,5/10/2004,0:00:00,960.0,60.0
0.0,5/10/2004,1:00:00,1020.0,60.0
0.0,5/10/2004,2:00:00,1080.0,60.0
0.0,5/10/2004,3:00:00,1140.0,0.0
0.0,5/10/2004,4:00:00,0.0,60.0
0.0,5/10/2004,5:00:00,60.0,60.0
0.0,5/10/2004,6:00:00,120.0,60.0
0.0,5/10/2004,7:00:00,180.0,60.0
0.0,5/10/2004,8:00:00,240.0,60.0
1.0,5/10/2004,9:00:00,300.0,60.0
1.0,5/10/2004,10:00:00,60.0,60.0
1.0,5/10/2004,11:00:00,60.0,59.0
1.0,5/10/2004,12:00:00,60.0,60.0
1.0,5/10/2004,13:00:00,60.0,60.0
1.0,5/10/2004,14:00:00,60.0,60.0
1.0,5/10/2004,15:00:00,60.0,60.0
1.0,5/10/2004,16:00:00,60.0,60.0
1.0,5/10/2004,17:00:00,60.0,60.0
1.0,5/10/2004,18:00:00,60.0,60.0
1.0,5/10/2004,19:00:00,60.0,60.0
1.0,5/10/2004,20:00:00,60.0,60.0
1.0,5/10/2004,21:00:00,60.0,60.0
1.0,5/10/2004,22:00:00,60.0,60.0
1.0,5/10/2004,23:00:00,60.0,0.0
1.0,5/11/2004,0:00:00,0.0,60.0
1.0,5/11/2004,1:00:00,60.0,60.0
1.0,5/11/2004,2:00:00,60.0,60.0
1.0,5/11/2004,3:00:00,60.0,59.0
0.0,5/11/2004,4:00:00,60.0,60.0
1.0,5/11/2004,5:00:00,120.0,60.0
1.0,5/11/2004,6:00:00,60.0,60.0
1.0,5/11/2004,7:00:00,60.0,60.0
1.0,5/11/2004,8:00:00,60.0,60.0
1.0,5/11/2004,9:00:00,60.0,60.0
1.0,5/11/2004,10:00:00,60.0,60.0
1.0,5/11/2004,11:00:00,60.0,60.0
1.0,5/11/2004,12:00:00,60.0,60.0
1.0,5/11/2004,13:00:00,60.0,60.0
1.0,5/11/2004,14:00:00,60.0,60.0
1.0,5/11/2004,15:00:00,60.0,60.0
1.0,5/11/2004,16:00:00,60.0,60.0
1.0,5/11/2004,17:00:00,60.0,60.0
1.0,5/11/2004,18:00:00,60.0,60.0
1.0,5/11/2004,19:00:00,60.0,0.0
1.0,5/11/2004,20:00:00,0.0,60.0
1.0,5/11/2004,21:00:00,60.0,60.0
1.0,5/11/2004,22:00:00,60.0,60.0
1.0,5/11/2004,23:00:00,60.0,60.0
1.0,5/12/2004,0:00:00,60.0,60.0
1.0,5/12/2004,1:00:00,60.0,60.0
1.0,5/12/2004,2:00:00,60.0,60.0
1.0,5/12/2004,3:00:00,60.0,60.0
0.0,5/12/2004,4:00:00,60.0,60.0
1.0,5/12/2004,5:00:00,120.0,60.0
1.0,5/12/2004,6:00:00,60.0,60.0
1.0,5/12/2004,7:00:00,60.0,60.0
1.0,5/12/2004,8:00:00,60.0,60.0
1.0,5/12/2004,9:00:00,60.0,60.0
1.0,5/12/2004,10:00:00,60.0,60.0
1.0,5/12/2004,11:00:00,60.0,60.0
1.0,5/12/2004,12:00:00,60.0,60.0
1.0,5/12/2004,13:00:00,60.0,60.0
1.0,5/12/2004,14:00:00,60.0,60.0
1.0,5/12/2004,15:00:00,60.0,0.0
1.0,5/12/2004,16:00:00,0.0,60.0
1.0,5/12/2004,17:00:00,60.0,60.0
1.0,5/12/2004,18:00:00,60.0,60.0
1.0,5/12/2004,19:00:00,60.0,60.0
1.0,5/12/2004,20:00:00,60.0,60.0
1.0,5/12/2004,21:00:00,60.0,60.0
1.0,5/12/2004,22:00:00,60.0,60.0
1.0,5/12/2004,23:00:00,60.0,60.0
1.0,5/13/2004,0:00:00,60.0,60.0
1.0,5/13/2004,1:00:00,60.0,60.0
1.0,5/13/2004,2:00:00,60.0,60.0
1.0,5/13/2004,3:00:00,60.0,60.0
0.0,5/13/2004,4:00:00,60.0,60.0
1.0,5/13/2004,5:00:00,120.0,60.0
1.0,5/13/2004,6:00:00,60.0,60.0
1.0,5/13/2004,7:00:00,60.0,60.0
1.0,5/13/2004,8:00:00,60.0,60.0
1.0,5/13/2004,9:00:00,60.0,60.0
1.0,5/13/2004,10:00:00,60.0,60.0
1.0,5/13/2004,11:00:00,60.0,0.0
1.0,5/13/2004,12:00:00,0.0,60.0
1.0,5/13/2004,13:00:00,60.0,60.0
1.0,5/13/2004,14:00:00,60.0,60.0
1.0,5/13/2004,15:00:00,60.0,60.0
1.0,5/13/2004,16:00:00,60.0,60.0
1.0,5/13/2004,17:00:00,60.0,60.0
1.0,5/13/2004,18:00:00,60.0,60.0
1.0,5/13/2004,19:00:00,60.0,60.0
1.0,5/13/2004,20:00:00,60.0,60.0
1.0,5/13/2004,21:00:00,60.0,60.0
1.0,5/13/2004,22:00:00,60.0,60.0
1.0,5/13/2004,23:00:00,60.0,60.0
1.0,5/14/2004,0:00:00,60.0,60.0
1.0,5/14/2004,1:00:00,60.0,60.0
1.0,5/14/2004,2:00:00,60.0,60.0
1.0,5/14/2004,3:00:00,60.0,59.0
0.0,5/14/2004,4:00:00,60.0,60.0
1.0,5/14/2004,5:00:00,120.0,60.0
1.0,5/14/2004,6:00:00,60.0,60.0
1.0,5/14/2004,7:00:00,60.0,0.0
0.0,5/14/2004,8:00:00,0.0,60.0
1.0,5/14/2004,9:00:00,60.0,60.0
1.0,5/14/2004,10:00:00,60.0,60.0
1.0,5/14/2004,11:00:00,60.0,60.0
1.0,5/14/2004,12:00:00,60.0,60.0
1.0,5/14/2004,13:00:00,60.0,60.0
1.0,5/14/2004,14:00:00,60.0,60.0
1.0,5/14/2004,15:00:00,60.0,60.0
1.0,5/14/2004,16:00:00,60.0,60.0
1.0,5/14/2004,17:00:00,60.0,60.0
1.0,5/14/2004,18:00:00,60.0,60.0
1.0,5/14/2004,19:00:00,60.0,59.0
1.0,5/14/2004,20:00:00,60.0,60.0
1.0,5/14/2004,21:00:00,60.0,60.0
1.0,5/14/2004,22:00:00,60.0,60.0
1.0,5/14/2004,23:00:00,60.0,60.0
1.0,5/15/2004,0:00:00,60.0,60.0
1.0,5/15/2004,1:00:00,60.0,60.0
1.0,5/15/2004,2:00:00,60.0,60.0
1.0,5/15/2004,3:00:00,60.0,0.0
0.0,5/15/2004,4:00:00,0.0,60.0
1.0,5/15/2004,5:00:00,60.0,60.0
1.0,5/15/2004,6:00:00,60.0,60.0
1.0,5/15/2004,7:00:00,60.0,60.0
1.0,5/15/2004,8:00:00,60.0,60.0
1.0,5/15/2004,9:00:00,60.0,60.0
1.0,5/15/2004,10:00:00,60.0,60.0
1.0,5/15/2004,11:00:00,60.0,59.0
1.0,5/15/2004,12:00:00,60.0,60.0
1.0,5/15/2004,13:00:00,60.0,60.0
1.0,5/15/2004,14:00:00,60.0,60.0
1.0,5/15/2004,15:00:00,60.0,60.0
1.0,5/15/2004,16:00:00,60.0,60.0
1.0,5/15/2004,17:00:00,60.0,60.0
1.0,5/15/2004,18:00:00,60.0,60.0
1.0,5/15/2004,19:00:00,60.0,60.0
1.0,5/15/2004,20:00:00,60.0,60.0
1.0,5/15/2004,21:00:00,60.0,60.0
1.0,5/15/2004,22:00:00,60.0,60.0
1.0,5/15/2004,23:00:00,60.0,0.0
1.0,5/16/2004,0:00:00,0.0,60.0
1.0,5/16/2004,1:00:00,60.0,60.0
1.0,5/16/2004,2:00:00,60.0,60.0
1.0,5/16/2004,3:00:00,60.0,59.0
0.0,5/16/2004,4:00:00,60.0,60.0
1.0,5/16/2004,5:00:00,120.0,60.0
1.0,5/16/2004,6:00:00,60.0,60.0
1.0,5/16/2004,7:00:00,60.0,60.0
1.0,5/16/2004,8:00:00,60.0,60.0
1.0,5/16/2004,9:00:00,60.0,60.0
1.0,5/16/2004,10:00:00,60.0,60.0
1.0,5/16/2004,11:00:00,60.0,60.0
